PuzzleId,GameId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,OpeningTags
04hcp,8r8eveK6/black#44,2r2rk1/4pp1p/p2q2p1/1p1NR3/3P4/P4Q1P/1n3PP1/R5K1 b - - 3 22,e7e6 d5f6 g8g7 f6h5,2073,81,89,1807,['advantage' 'kingsideAttack' 'middlegame' 'short'],
04hgd,lP4C51w3/black#102,8/5BRR/npp3b1/6k1/p2q4/5P2/P5K1/8 b - - 22 51,d4g7 h7g7 g5f6 g7g6,1199,77,81,240,['advantage' 'endgame' 'hangingPiece' 'short'],
04hhS,7kdfBXdq#49,2r2rk1/B1pn2pp/3p2n1/1NP1p1q1/P4p2/3P2PP/3QPPK1/R4R2 w - - 1 25,c5d6 f4f3 g2h2 g5d2,1571,76,92,2089,['crushing' 'discoveredAttack' 'middlegame' 'short'],
04hmJ,rj7hCyAj#79,R7/6k1/2BP1pp1/7p/P7/6PK/r6P/3b4 w - - 0 40,a8a7 g7h6 g3g4 h6g5,2610,84,87,105,['crushing' 'defensiveMove' 'endgame' 'master' 'short'],
04hnC,ZNkb8KCo#49,4rrk1/6pp/2bp4/p1qN2b1/1pP5/1P3B2/P1Q3PP/R4R1K w - - 3 25,f3h5 c6d5 h5e8 f8e8 c2f5 d5e6,2318,75,64,114,['advantage' 'long' 'middlegame'],
04hnN,7ocKSQaG/black#74,6k1/4bppp/1pQ5/2p1N3/3pP3/3q3P/1r3PPK/r7 b - - 1 37,d3a6 c6e8 e7f8 e8f7 g8h8 f7f8,1196,84,91,1124,['deflection' 'endgame' 'fork' 'long' 'mate' 'mateIn3'],
04hpo,8t2c2FNC#83,8/8/5k2/1B3ppp/P7/4R1PP/r4K2/8 w - - 6 42,f2f3 g5g4 h3g4 h5g4 f3f4 a2f2 e3f3 f2f3,1399,77,87,1096,['endgame' 'mate' 'mateIn4' 'veryLong'],
04htV,AYc38JAD/black#32,rn2qrk1/pppb1p1p/3p1bPQ/8/8/3B4/PPP1NPP1/R3K2R b KQ - 0 16,f7g6 h6h7,1134,75,78,328,['kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['Indian_Defense' 'Indian_Defense_Other_variations']
04hvV,wkU3E2Ba#29,r1b1k2r/pp3ppp/4p3/N1npP3/3n1P2/P2B4/1PPB2PP/R3K2R w KQkq - 3 15,e1g1 c5d3 c2d3 b7b6 d2c3 d4e2,2104,83,77,65,['crushing' 'long' 'master' 'middlegame'],['French_Defense' 'French_Defense_Steinitz_Variation']
04hwM,XOWJuiv9#41,r3k2r/1pp2pp1/p2p1q2/4bN1p/4P1b1/1B3N2/PP3PK1/R2QR3 w kq - 2 21,f3e5 g4d1 b3f7 e8d8,2101,77,91,1662,['crushing' 'defensiveMove' 'middlegame' 'short'],
04hzb,Yg7DNmFB#43,4r3/pkp2p1p/6p1/2pRb3/4P3/2N2P2/PP4PP/6K1 w - - 0 22,d5c5 e5d4 g1f1 d4c5,1131,81,85,159,['crushing' 'endgame' 'fork' 'short'],
04i0H,FiXuLJyT#49,8/1Rn4p/4pk1b/3p3p/3P4/2P2N2/3N1PPK/3r4 w - - 4 25,b7c7 h6f4 g2g3 f4c7,1713,75,94,1161,['advantage' 'endgame' 'fork' 'short'],
04i8R,0nohmgJR/black#42,2rqk1r1/p3pp2/1p1p2pB/8/2bQP3/2P2R2/P5PP/4R1K1 b - - 1 21,c4a2 d4a4 d8d7 a4a2,1293,76,62,88,['advantage' 'fork' 'middlegame' 'short'],
04iAT,tX7eCsK5#93,1br5/3q1rpk/1p1p3p/1P1P1pPP/2P1p3/3Q1P1K/1B4R1/6R1 w - - 0 47,f3e4 f5e4 h3h2 e4d3 g5g6 h7h8 g6f7 d7f7,2198,81,90,827,['advantage' 'discoveredAttack' 'discoveredCheck' 'middlegame' 'veryLong'],
04iAq,GwedZVno/black#46,r5kb/ppp2N1p/3p2p1/6B1/2Pnr3/PP4P1/4P1KP/R4R2 b - - 1 23,d4c2 f7h6 g8g7 f1f7,1107,76,95,364,['kingsideAttack' 'mate' 'mateIn2' 'middlegame' 'pillsburysMate' 'short'],
04iGH,0jbdxSQt#35,5rk1/rpp1qpp1/p1n1n2p/4P2b/P1B5/2P2N1P/1PQN1PP1/3RR1K1 w - - 5 18,d2e4 h5f3 g2f3 c6e5,2223,77,85,349,['advantage' 'capturingDefender' 'middlegame' 'short'],['Italian_Game' 'Italian_Game_Giuoco_Piano']
04iIL,vONJ0sOG/black#106,8/2b5/8/PP4p1/1K1k4/8/6P1/8 b - - 0 53,d4d5 b5b6 c7b6 a5b6,927,78,80,157,['bishopEndgame' 'crushing' 'endgame' 'short'],
04iNS,WloQ5XTh/black#40,3r1r1k/1p3ppp/p3pb2/q3N2Q/3n1B2/1P6/P4PPP/3RR1K1 b - - 3 20,d4f5 e5f7 h8g8 f7d8,1818,75,93,903,['advantage' 'fork' 'master' 'middlegame' 'short'],
04iO5,AyozHfYW/black#120,8/7R/5p1p/3k2p1/8/6P1/6K1/4r3 b - - 1 60,d5e4 h7e7 e4d5 e7e1,1164,80,88,64,['crushing' 'endgame' 'rookEndgame' 'short' 'skewer'],
04iQq,ugGYKDx8#67,8/pp1b4/2p5/3p4/3P1ppk/2P5/PPB2KPP/8 w - - 2 34,g2g3 h4h3 f2g1 f4g3 h2g3 h3g3,2213,83,91,1187,['advantage' 'bishopEndgame' 'defensiveMove' 'endgame' 'long'],
04iUP,v5HjitSw/black#110,8/p7/1p6/5P2/1P1k1K2/P1npN3/8/8 b - - 4 55,c3d5 e3d5 d4d5 f4e3 d3d2 e3d2,1722,94,79,22,['crushing' 'endgame' 'knightEndgame' 'long' 'master'],
04iXU,mUvn9pOO/black#82,8/3b4/2p3kp/1pqpR3/p5PP/P7/4Q1K1/8 b - - 0 41,c5a3 e5e7 a3e7 e2e7,2471,77,84,245,['crushing' 'endgame' 'short'],
04iXw,BpJznYe3/black#72,4q2k/2P3r1/p4Q2/1p6/7P/P5P1/4rP2/5RK1 b - - 0 36,e2e6 f6d8 g7c7 d8c7,2006,89,83,32,['crushing' 'endgame' 'short'],
04iY6,GBaoH9fF#107,4r3/2p5/2p5/2Pk4/KP1P1R2/P4P2/8/8 w - - 1 54,f4f7 d5c4 f7c7 e8a8 c7a7 a8a7,1621,76,93,15138,['endgame' 'long' 'mate' 'mateIn3' 'rookEndgame'],
04iYM,4e1CCyDu/black#56,2r1r1k1/p2q1p1p/2p2P2/7Q/4B3/3P2P1/PP4KP/n7 b - - 2 28,e8e4 h5g5 g8f8 g5g7 f8e8 g7g8,1421,76,86,191,['endgame' 'long' 'mate' 'mateIn3'],
04iZY,c55QmGRP#59,2k4r/1pr5/q5p1/4P1p1/P3Q3/4B1p1/8/3R1RK1 w - - 0 30,e5e6 a6e2 d1d2 h8h1 e4h1 e2e3 g1g2 e3d2,2005,75,93,2879,"['crushing' 'deflection' 'exposedKing' 'fork' 'middlegame' 'sacrifice'
 'veryLong']",
04ieB,2hNUx2nn/black#28,r2q1k1r/ppp4p/1b1p2nB/7Q/3nP3/2N4P/PP3PP1/R4RK1 b - - 1 14,f8g8 h5d5 d4e6 d5e6,944,83,95,129,['kingsideAttack' 'mate' 'mateIn2' 'middlegame' 'short'],['Italian_Game' 'Italian_Game_Classical_Variation']
04igQ,G0b3NLvV/black#64,8/2r2p1p/R7/p1r2p1R/2n1Bk2/2P2P2/P4PKP/8 b - - 7 32,f5e4 a6f6 c5f5 h5f5,1339,75,81,1188,['endgame' 'mate' 'mateIn2' 'short'],
04ikT,fYpmTT6X#85,8/2p1k3/3pP1p1/2bP4/p5K1/6P1/8/2R5 w - - 1 43,g4g5 c5e3 g5g6 e3c1,603,90,83,101,['crushing' 'endgame' 'fork' 'short'],
04ilU,vfJTpFit/black#80,8/4k3/6pp/1P3p2/4p3/5bP1/5P1P/4K1N1 b - - 5 40,e7d7 g1f3 e4f3 e1d2 d7d6 d2e3,1722,78,93,2834,['crushing' 'endgame' 'long'],
04imJ,dviFvbAp/black#48,1r4r1/pbRp3p/1p1nkpp1/4p3/1B2P1P1/3B1P1P/PP2K3/2R5 b - - 7 24,g8c8 b4d6 e6d6 c7b7 c8c1 b7b8,1958,74,95,6191,['advantage' 'long' 'middlegame'],
04inV,v6yOpwhO/black#48,2r3k1/pp3p1p/2rBb1p1/3p4/q2P4/2P3QP/P3RPP1/2R3K1 b - - 10 24,c6c3 c1c3 a4d1 g1h2,1257,76,79,207,['advantage' 'middlegame' 'short'],
04isr,DH95mDrg#59,rr5k/4Np1p/5Ppb/8/p2P4/Q7/1B1q2PP/1R3RK1 w - - 2 30,b2c1 d2d4 g1h1 b8b1 a3f3 a8a6 c1h6 b1f1 f3f1 a6f6 f1c1 f6d6,2820,116,89,1616,['advantage' 'defensiveMove' 'middlegame' 'veryLong'],
04itG,HZDKGZhS/black#46,1rb3k1/5ppp/2p1pn2/q1N5/4P3/P5P1/5PBP/b2Q2K1 b - - 0 23,a5a3 d1d8 f6e8 d8e8,854,95,60,40,['mate' 'mateIn2' 'middlegame' 'short'],
04ixu,TXk1TSxQ/black#76,8/8/5kp1/3K1p1p/4p2P/4P1P1/5P2/8 b - - 0 38,g6g5 h4g5 f6g5 d5e5 g5g4 e5e6,2803,107,79,259,['crushing' 'endgame' 'long' 'pawnEndgame' 'zugzwang'],
04iyl,nuS5A9sa/black#76,8/8/1pk5/4p1pp/2K1Pp2/2P2P1P/6P1/8 b - - 0 38,h5h4 c4b4 b6b5 c3c4 b5c4 b4c4,1372,81,91,1909,['crushing' 'endgame' 'long' 'pawnEndgame' 'quietMove' 'zugzwang'],
04iyx,LfDghPB9/black#86,7Q/1r6/5ppk/p1p2q1p/P2p4/1P1P2BP/2P3PK/8 b - - 8 43,h6g5 h3h4 g5g4 h8e8 b7e7 e8e7,2213,80,91,61,['crushing' 'endgame' 'long'],
04izN,KMgiu5bl#107,8/7k/2p2q2/1P6/4p3/5p2/5P2/2Q2K2 w - - 0 54,c1c6 f6a1 c6c1 a1c1,986,80,81,275,['endgame' 'mate' 'mateIn2' 'queenEndgame' 'short'],
04j0p,QePAskzA/black#54,6k1/3qp1Bp/n1p3p1/2PP4/pr4P1/5r2/1P1Q1P2/1K1R3R b - - 0 27,d7g4 d2h6 f3h3 h6h3 g4h3 h1h3,2279,143,82,15,['crushing' 'long' 'middlegame'],
04j1J,rGWLrFAN/black#28,r2q1rk1/ppp3pp/1b2pn2/4P1B1/8/N1P2Q2/P4PPP/R4RK1 b - - 0 14,f6e4 g5d8 f8f3 g2f3,1594,75,86,845,['advantage' 'middlegame' 'short'],['Italian_Game' 'Italian_Game_Blackburne-Kostic_Gambit']
04j3z,uj6FV9Fo#49,r5k1/3n1p1p/4p3/1R2P3/2qPNp2/2p4P/2Q2PP1/6K1 w - - 2 25,b5b7 a8a1 b7b1 a1b1 c2b1 c3c2,1195,85,90,477,['advancedPawn' 'crushing' 'endgame' 'long' 'master'],
04j4n,QotbaXTb#51,6rk/1pq4p/p4pr1/3Q4/3P4/PPP2Rb1/1B1N3P/5RK1 w - - 0 26,f3g3 g6g3 g1h1 g3g5 d5e6 c7g7 d2f3 g5g2 e6h3 g2b2,2580,92,80,50,['crushing' 'middlegame' 'quietMove' 'veryLong'],
04jD6,TRKEF12n/black#76,6k1/2pb1pp1/3p4/1p1q4/P7/2P5/2B5/1RK5 b - - 0 38,b5a4 b1b8 d7c8 b8c8,716,86,85,192,['endgame' 'mate' 'mateIn2' 'pillsburysMate' 'short'],
04jF9,BFATKOiq/black#86,8/p3r3/3kp1Q1/3PN3/8/4q3/1P1R2P1/7K b - - 0 43,e3d2 e5c4 d6d5 c4d2,1143,83,93,2829,['crushing' 'endgame' 'fork' 'pin' 'short'],
04jHM,lz8zcLUY/black#72,7k/1pp3p1/5p1p/3QRP1P/2q5/2B5/r7/1K6 b - - 1 36,c4c3 e5e8 h8h7 d5g8,1479,77,84,84,['endgame' 'mate' 'mateIn2' 'short'],
04jOM,ytoyHuis/black#24,r2q1rk1/1p2bppp/p1npbn2/3Np3/4P3/1N4P1/PPPB1PBP/R2QR1K1 b - - 5 12,e6g4 d5f6 e7f6 d1g4,1277,74,95,21517,['crushing' 'kingsideAttack' 'opening' 'short'],['Sicilian_Defense' 'Sicilian_Defense_Kan_Variation']
04jQV,DeUHAe0j/black#82,8/ppk5/2p4P/6N1/5K2/P2r4/6P1/8 b - - 0 41,d3d8 g5e6 c7d7 e6d8,741,99,95,448,['crushing' 'endgame' 'fork' 'master' 'short'],
04jT2,vRKSZLdu#135,8/8/p1k5/Pp6/3Pp1p1/4P1P1/2K5/8 w - - 8 68,c2d2 b5b4 d2c2 c6b5 d4d5 b5a5,2043,75,95,3253,['crushing' 'endgame' 'long' 'pawnEndgame' 'quietMove'],
04jW4,QxtlkMJQ#69,8/pp1knR1Q/8/8/2q1n3/8/PPPKN3/8 w - - 3 35,d2d1 c4d5 d1e1 d5d2 e1f1 d2d1 f1g2 d1e2,1620,74,91,3142,['advantage' 'deflection' 'endgame' 'veryLong'],
04jax,eQfdhzez/black#108,8/4k3/1p4K1/2p1pr2/2P3p1/pP4P1/P2R3P/8 b - - 1 54,e7e6 d2d6 e6d6 g6f5 e5e4 f5e4,1199,79,93,1517,['crushing' 'deflection' 'endgame' 'long' 'rookEndgame'],
04jdo,xgu06mIg#19,r1b1k2r/p1ppqpp1/2p4p/7n/1b2P3/2N2P2/PPPB2PP/R2QKB1R w KQkq - 1 10,a2a3 e7h4 g2g3 h5g3 a3b4 g3h1,1661,77,91,1588,['advantage' 'discoveredAttack' 'discoveredCheck' 'long' 'opening'],['Four_Knights_Game' 'Four_Knights_Game_Scotch_Variation_Accepted']
04jgc,8DW0ffqs/black#42,1r4k1/p3bppp/2rpb3/q1nnp3/2N1P3/P3BP2/1PB1Q1PP/1R1R2K1 b - - 0 21,a5c7 e4d5 e6d5 d1d5,1458,74,95,34427,['advantage' 'fork' 'middlegame' 'short'],
04jh6,Ugmdp8oA/black#58,5r1k/2q2p2/ppp1bN1p/2p1P3/4Q3/8/PPn2PPP/5RK1 b - - 3 29,f8g8 e4h7,732,80,100,69,['mate' 'mateIn1' 'middlegame' 'oneMove'],
04jjb,izyYWz2P#35,r1b1nrk1/pp2p2p/1q1b2p1/3P2N1/8/2N5/PP2B1P1/R1BQ2KR w - - 4 18,c1e3 b6e3,726,83,88,117,['hangingPiece' 'kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['Kings_Indian_Defense' 'Kings_Indian_Defense_Normal_Variation']
04jmi,3Gcn7Trs#63,2r5/4k3/7p/p2R1p1n/P4p2/N3P3/5P1P/6K1 w - - 0 32,e3f4 c8c1 g1g2 h5f4 g2g3 f4d5,1036,80,90,470,['crushing' 'endgame' 'fork' 'intermezzo' 'long'],
04joG,4CnRKcYV#25,r1bq1r1k/pp4pp/3b4/2pnNp2/3P1B2/2P5/PP2QPPP/RN1R2K1 w - - 0 13,e5g6 h7g6 f4d6 d8d6,924,80,71,89,['middlegame'],['Latvian_Gambit' 'Latvian_Gambit_Other_variations']
04jp6,klzJfoyu/black#68,3r2k1/3q1ppp/1P6/8/2Qbp3/6PP/6K1/3R4 b - - 0 34,d7d5 c4d5 d8d5 b6b7 d5b5 d1d4,1965,76,94,15926,['advancedPawn' 'crushing' 'endgame' 'long'],
04jqV,7DsqhcxN/black#46,3B1b1r/p1R2ppp/k1q1p3/1ppbP3/8/8/PP3PPP/3Q2K1 b - - 6 23,c6e8 d1d3 c5c4 d3d4,2205,78,86,268,['advantage' 'middlegame' 'short'],
04juc,MO8JY7WF/black#50,1r3rk1/6p1/p1Np3p/2n1p3/8/4P3/P5PP/R2R2K1 b - - 1 25,b8c8 c6e7 g8h7 e7c8,814,130,82,25,['advantage' 'endgame' 'fork' 'short'],
04jun,9LV3kAxR/black#146,1R6/8/8/8/6p1/8/r6k/5K2 b - - 3 73,g4g3 b8h8,764,87,82,132,['endgame' 'mate' 'mateIn1' 'oneMove' 'rookEndgame'],
04jyV,IB52wDGh/black#32,r2q3r/ppp2pk1/2npbn2/3N2B1/2BbP3/6Q1/PP3PPP/3R1RK1 b - - 7 16,g7f8 d1d4 c6d4 g5f6 d8f6 d5f6,2026,75,88,601,['crushing' 'fork' 'long' 'middlegame'],['Italian_Game' 'Italian_Game_Scotch_Gambit']
04jz1,hsFno0lC#41,5rk1/pb2Rppp/1p4q1/2n5/2BNnB2/2P5/PP1Q2PP/6K1 w - - 1 21,d2c2 g6f6 e7b7 f6f4 b7f7 f8f7,2072,77,91,856,['crushing' 'fork' 'long' 'middlegame'],
04jzm,ZmHSOmUn#47,4r1k1/1pp2pp1/3p1q2/p6R/2P3Q1/1P1BP3/1K3P2/8 w - - 1 24,b2a3 f6a1,924,83,87,165,['endgame' 'mate' 'mateIn1' 'oneMove'],
04k0I,4gbkK0Vy/black#40,r7/pp1kqp2/3p2p1/3Qp3/2n1P2r/2P2P1N/P7/R3K2R b KQ - 1 20,c4e3 d5b7 d7e6 b7a8,1683,77,90,66,['advantage' 'fork' 'middlegame' 'short'],
04k1Y,CfV0ntHW#55,3Q4/p1p2qk1/2pbR1p1/7p/2B5/2P2PP1/P6P/7K w - - 1 28,e6e8 f7f3 h1g1 d6c5 d8d4 c5d4,1266,76,95,21813,['crushing' 'endgame' 'long'],
04k4Q,zW7bl648/black#102,2R1b3/2P1k3/2r5/5PKp/8/8/8/8 b - - 0 51,e7d7 c8d8 d7c7 d8e8,1079,81,92,806,['advantage' 'deflection' 'endgame' 'master' 'short'],
04k5T,1A2SEEZm#99,8/7K/6p1/5p2/4kP1P/R2p2P1/6r1/8 w - - 0 50,h7g6 g2g3 g6f6 d3d2,2088,77,93,2223,['advancedPawn' 'crushing' 'endgame' 'master' 'rookEndgame' 'short'],
04k6D,jOXO0OLl/black#28,r2q1rk1/3pppbp/p4np1/1p4B1/3P4/2N2QP1/PP3P1P/4RRK1 b - - 5 14,e7e6 c3e4 f6e4 g5d8,1635,74,54,114,['advantage' 'middlegame' 'short'],['Sicilian_Defense' 'Sicilian_Defense_OKelly_Variation']
04k9S,28s6xkGA/black#74,8/1pk5/2p5/7q/4p2P/4Q3/PP3P2/1K6 b - - 2 37,h5h4 e3g3 h4g3 f2g3,1384,80,82,58,['crushing' 'endgame' 'queenEndgame' 'short'],
04kDe,uXUiU4ru#43,4r1k1/p3qppp/1p1b1n2/8/Q2P4/4BB1P/PP3PP1/3R2K1 w - - 5 22,e3g5 e7e1 d1e1 e8e1,1014,97,71,25,"['kingsideAttack' 'mate' 'mateIn2' 'middlegame' 'pillsburysMate'
 'sacrifice' 'short']",
04kE6,3kOBszlH/black#92,4k3/1b3p2/p2p1Qp1/2qP3p/4PN2/7P/6PK/8 b - - 0 46,a6a5 e4e5 b7d5 e5d6 e8d7 f6e7 d7c6 e7c7,2314,118,57,16,['crushing' 'endgame' 'veryLong'],
04kFZ,FUA3FdpX/black#38,r2qr1k1/ppp2p1p/5pPB/8/6Q1/2Pp4/P1B3PP/bN3K1R b - - 0 19,d3c2 g6h7 g8h7 g4g7,1628,75,96,28037,"['advancedPawn' 'attraction' 'discoveredCheck' 'doubleCheck'
 'kingsideAttack' 'mate' 'mateIn2' 'middlegame' 'short']",['Kings_Knight_Opening' 'Kings_Knight_Opening_Other_variations']
04kFn,y8XPICOr/black#124,8/2K5/5R2/P7/7k/8/5p1p/8 b - - 0 62,h2h1q f6h6 h4g4 h6h1,971,82,90,389,['crushing' 'endgame' 'queenRookEndgame' 'short' 'skewer'],
04kIM,pk4iXnrq#65,7k/5pp1/7p/5Q2/q6P/8/5PP1/3r1RK1 w - - 5 33,f5f7 d1f1 g1f1 a4d1,1132,78,88,544,['attraction' 'endgame' 'mate' 'mateIn2' 'short'],
04kLH,Ir84GxCN/black#56,4rk2/Q5pp/5n2/2R5/P2qnB2/7P/6PK/4R3 b - - 2 28,d4c5 a7c5 e4c5 f4d6 f8f7 e1e8,1709,109,38,22,['advantage' 'fork' 'long' 'middlegame'],
04kTa,KSNsnkxn#83,8/5k2/4p3/3pQP2/3Pn3/4P1p1/4K1r1/8 w - - 3 42,e2d1 e4f2 d1e2 f2g4 e2f3 g4e5,2213,77,87,146,"['crushing' 'discoveredAttack' 'discoveredCheck' 'endgame' 'exposedKing'
 'long' 'master']",
04kWd,9YizLjHp#57,7r/pp4p1/8/4k3/4p1p1/6P1/PPK2P1P/3R4 w - - 4 29,d1h1 h8f8 c2d2 f8f2,2281,98,91,489,['crushing' 'endgame' 'rookEndgame' 'short'],
04kZu,vBZw1AbS/black#70,8/8/4k1p1/1p2pP2/1P5P/4PK2/8/8 b - - 0 35,e6f5 e3e4 f5f6 f3g4 f6g7 g4g5,1136,77,79,169,['crushing' 'endgame' 'long' 'pawnEndgame'],
04kdM,sTVJquZj/black#38,r2q2k1/pb2brp1/1p2p1Qp/3n4/8/P5N1/1P3PPP/RBn2RK1 b - - 1 19,d5f4 g6h7 g8f8 h7h8,1243,98,41,38,['kingsideAttack' 'mate' 'mateIn2' 'middlegame' 'short'],
04kdZ,FroOipnY/black#34,r2q1rk1/4p1b1/p2p1n1p/1ppb2P1/6P1/1B1P4/PPP4N/R1BQ1RK1 b - - 0 17,h6g5 f1f6 g7f6 b3d5 e7e6 d5e6,2672,101,87,1214,['advantage' 'capturingDefender' 'exposedKing' 'fork' 'long' 'middlegame'],['Sicilian_Defense' 'Sicilian_Defense_Moscow_Variation']
04kdu,hNlbJ3Pz/black#44,r1b2Qk1/ppp1q2p/6pB/3Pp2n/8/P1N4P/1PP3P1/5RK1 b - - 5 22,e7f8 f1f8,757,98,96,122,['kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove' 'operaMate'],
04kh5,Z5lCeAjT/black#16,r2qkb1r/pp1n1ppp/2p2n2/4P3/2B3b1/4PN2/PP3PPP/RNBQ1RK1 b kq - 0 8,d7e5 d1d8 a8d8 f3e5,1681,74,82,293,['crushing' 'intermezzo' 'opening' 'short'],['Slav_Defense' 'Slav_Defense_Quiet_Variation']
04kmf,PSvImCq3#119,8/8/8/5p2/4pKp1/7k/4N3/8 w - - 10 60,e2g1 h3g2 g1e2 g2f2 e2c3 g4g3,1721,75,86,133,['crushing' 'defensiveMove' 'endgame' 'knightEndgame' 'long'],
04knM,Hav8Ldim/black#62,5nr1/1p3k1p/pr2pp2/3p1P2/3P3P/2P2N1K/1P2R3/4R3 b - - 4 31,e6f5 e2e7 f7g6 e1g1 g6h6 g1g8,1315,74,96,16327,['crushing' 'endgame' 'long' 'skewer'],
04ktP,EVSP6Jde#113,8/R7/2k1K3/3p4/P2P4/1rp5/8/8 w - - 0 57,a7a6 b3b6 a6a5 c6c7,2403,81,92,582,"['crushing' 'defensiveMove' 'discoveredAttack' 'discoveredCheck' 'endgame'
 'rookEndgame' 'short']",
04kuQ,3KcvLOe1/black#74,b2r2k1/6Rp/1p2Nn2/4N3/2P1p3/1r6/5K2/8 b - - 0 37,g8h8 e5f7,1065,75,78,198,['mate' 'mateIn1' 'middlegame' 'oneMove'],
04kwh,FKafQBkq#49,5r1k/bp1b2pp/p7/3Bp2Q/2P5/6N1/PP3qPP/R6K w - - 4 25,a1f1 f2f1 g3f1 f8f1,649,82,100,173,['backRankMate' 'mate' 'mateIn2' 'middlegame' 'short'],
04kxZ,ZKNLXqZI/black#72,5k2/3R4/1p4p1/P4p2/1P2p2r/K7/2P5/8 b - - 0 36,h4h3 a3b2 f8e8 d7g7 b6a5 b4a5,2594,94,90,462,['advantage' 'defensiveMove' 'endgame' 'long' 'rookEndgame'],
04ky0,XiwPRGqd#33,3rr1k1/ppp1bpp1/2q2n2/8/6b1/4BN2/PPPNQPPP/R2R2K1 w - - 5 17,e2c4 g4f3 g2f3 d8d2 c4c6 d2d1,2011,76,95,5181,['crushing' 'kingsideAttack' 'long' 'middlegame'],['Italian_Game' 'Italian_Game_Two_Knights_Defense']
04ky3,io60SLZ9/black#84,k1Q4r/pp6/8/7p/2R5/1P5B/2P3KP/q7 b - - 2 42,h8c8 c4c8,400,100,95,243,['backRankMate' 'endgame' 'mate' 'mateIn1' 'oneMove'],
04kz9,tARbznva/black#42,r1b3k1/2p3pp/1p1b3r/p2pN3/1n1PP3/1P4qP/PB2BRP1/R4QK1 b - - 3 21,h6h3 f2f8 d6f8 f1f7 g8h8 f7f8,1379,75,94,1154,"['clearance' 'deflection' 'kingsideAttack' 'long' 'mate' 'mateIn3'
 'middlegame' 'sacrifice']",
04kzM,ZFz03vea#69,3r2k1/6pp/pq2pp2/8/Pp3n2/2N2P2/1QP4P/R4KR1 w - - 0 35,c3e4 b6e3 c2c4 b4c3 b2f2 e3d3,2672,92,87,602,['crushing' 'enPassant' 'long' 'middlegame'],
04l13,bKa20T7H/black#106,5k2/R7/5K2/7p/7P/p4P2/8/r7 b - - 1 53,a3a2 a7a8,941,81,79,89,['endgame' 'master' 'mate' 'mateIn1' 'oneMove' 'rookEndgame'],
04l2E,DtuqsdcV/black#60,r6k/1R4Rp/p7/2pP2B1/4p3/1KP4P/P1P2b2/5q2 b - - 3 30,c5c4 b3a4 a8a7 g5f6 a7b7 g7g1,2530,88,90,314,"['clearance' 'crushing' 'defensiveMove' 'discoveredAttack'
 'discoveredCheck' 'endgame' 'long' 'quietMove' 'sacrifice']",
04l2y,ON0VWuVt#55,8/p1R4p/p2p1ppk/3Pp3/1r2P3/5N2/5PPP/6K1 w - - 2 28,c7a7 b4b1 f3e1 b1e1,685,91,81,82,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],
04l5y,HGyLzTis#91,8/3r4/8/1N5K/2npk3/7P/6P1/R7 w - - 0 46,g2g4 d7d5 g4g5 d5b5,1605,80,83,51,['advantage' 'endgame' 'fork' 'short'],
04l90,FMRmeGbb/black#40,r1br2Qk/2qnb1pp/2p2p1N/p1p5/2P1NP2/2BP4/PP4PP/R4R1K b - - 6 20,d8g8 h6f7,857,79,100,182,['mate' 'mateIn1' 'middlegame' 'oneMove' 'smotheredMate'],
04lFX,4sph6Zdu/black#20,r2q1rk1/ppp1ppbp/3p1np1/8/1nPP4/1PN1PNP1/P1bQ1PBP/R1B2RK1 b - - 2 10,f6e4 c3e4 c2e4 d2b4,1158,76,94,1110,['crushing' 'discoveredAttack' 'master' 'opening' 'short'],['Kings_Indian_Defense' 'Kings_Indian_Defense_Fianchetto_Variation']
04lGh,nOzShUfp#41,r5k1/1pp2pp1/1p2r2p/6q1/1P6/P2P1Q1P/2P2PP1/R2K3R w - - 3 21,h1e1 e6e1 d1e1 g5e5,1690,77,91,2046,['attraction' 'crushing' 'endgame' 'short'],
04lJt,Cya5Wjoa/black#76,6rk/2R2Qpr/p6q/4P3/5N2/7P/P4bP1/7K b - - 1 38,f2g3 f4g6 h6g6 f7g6,996,77,97,1081,['advantage' 'master' 'middlegame' 'short'],
04lM8,07xz7dbd#51,2k3r1/p2p1p2/1pp5/4b2r/2P5/2N2QBq/PP3P1P/R5KR w - - 5 26,f3f7 g8g3 f2g3 e5d4,1662,75,90,144,['advantage' 'kingsideAttack' 'middlegame' 'sacrifice' 'short'],
04lNF,FXVHoo4U/black#82,2r3k1/5p2/8/3PNQ1p/3P4/b1p4P/5PPK/q7 b - - 1 41,c8c7 f5g5 g8h7 g5h5 h7g8 h5g5,1714,74,82,190,['crushing' 'endgame' 'long' 'master' 'masterVsMaster'],
04lOJ,gDM9cpqx#25,rn1qk2r/pbp4p/1p1ppbp1/4N2Q/3P4/3B4/PPP3PP/RN3RK1 w kq - 0 13,e5g6 f6d4 g1h1 h7g6 h5g6 e8d7 f1f7 d7c8 g6e6 b8d7,2477,105,89,1287,['advantage' 'intermezzo' 'opening' 'veryLong'],['Horwitz_Defense' 'Horwitz_Defense_Other_variations']
